step,parent_beam_id,beam_id,beam_rank,token_id,token,token_probability,token_log_probability,previous_log_probability,cumulative_log_probability,is_eos,carried_forward,survived,on_final_path
2,1,17,6,236840,[,0.017896818413093304,-4.02313232421875,-0.3127846419811249,-4.335916996002197,False,False,True,False
2,2,18,7,11040,About,0.04924357806208322,-3.0109763145446777,-1.4377846717834473,-4.448760986328125,False,False,False,False
2,2,19,8,236770,1,0.046260060491196076,-3.0734763145446777,-1.4377846717834473,-4.511260986328125,False,False,True,False
2,2,20,9,19058,Okay,0.04345730511197117,-3.1359763145446777,-1.4377846717834473,-4.573760986328125,False,False,True,False
3,11,21,0,236764,",",0.9847777863050436,-0.015339260920882225,-0.5859171748161316,-0.6012564301490784,False,False,True,True
3,12,22,1,108,"

",0.999994397195003,-5.602820692729438e-06,-2.7109172344207764,-2.7109227180480957,False,False,True,False
3,13,23,2,107,"
",0.9944084582716441,-0.005607232917100191,-3.011260986328125,-3.0168681144714355,False,False,True,False
3,14,24,3,60349, teddy,0.9903576990782158,-0.0096890889108181,-3.4609172344207764,-3.4706063270568848,False,False,True,False
3,16,25,4,107,"
",0.9999107202150285,-8.928377064876258e-05,-4.085916996002197,-4.086006164550781,False,False,True,False
3,15,26,5,4903, write,0.7671803073889807,-0.26503342390060425,-3.948760986328125,-4.213794231414795,False,False,True,False
3,20,27,6,236764,",",0.9930848985901339,-0.006939121522009373,-4.573760986328125,-4.580699920654297,False,False,False,False
3,19,28,7,236771,0,0.7354278118145983,-0.30730289220809937,-4.511260986328125,-4.818563938140869,False,False,False,False
3,11,29,8,7028, spread,0.00965442060692651,-4.640339374542236,-0.5859171748161316,-5.226256370544434,False,False,False,False
3,17,30,9,553,ad,0.33999835264998807,-1.0788145065307617,-4.335916996002197,-5.414731502532959,False,False,False,False
4,21,31,0,506, the,0.5403839269665344,-0.6154754161834717,-0.6012564301490784,-1.2167317867279053,False,False,True,True
4,21,32,1,564, I,0.32775941972111555,-1.1154754161834717,-0.6012564301490784,-1.7167317867279053,False,False,True,False
4,22,33,2,1018,**,0.7960286482843385,-0.2281201034784317,-2.7109227180480957,-2.939042806625366,False,False,True,False
4,23,34,3,262145,<think>,1.0,0.0,-3.0168681144714355,-3.0168681144714355,False,False,True,False
4,24,35,4,10591, bear,0.9968065999800894,-0.0031985098030418158,-3.4706063270568848,-3.4738049507141113,False,False,True,False
4,21,36,5,1531, let,0.050263534944444674,-2.9904754161834717,-0.6012564301490784,-3.5917317867279053,False,False,True,False
4,21,37,6,496, a,0.044357413901424995,-3.1154754161834717,-0.6012564301490784,-3.7167317867279053,False,False,True,False
4,25,38,7,262145,<think>,1.0,0.0,-4.086006164550781,-4.086006164550781,False,False,True,False
4,26,39,8,496, a,0.8401702824923355,-0.17415069043636322,-4.213794231414795,-4.38794469833374,False,False,True,False
4,21,40,9,7463, maybe,0.01849092114666357,-3.9904754161834717,-0.6012564301490784,-4.591732025146484,False,False,False,False
5,31,41,0,2430, user,0.9999712713868034,-2.8729025871143676e-05,-1.2167317867279053,-1.216760516166687,False,False,True,True
5,32,42,1,1202, need,0.9535294913479366,-0.04758492484688759,-1.7167317867279053,-1.7643166780471802,False,False,True,False
5,34,43,2,107,"
",0.9999996423722521,-3.576278118089249e-07,-3.0168681144714355,-3.0168683528900146,False,False,True,False
5,33,44,3,818,The,0.7773636432761502,-0.2518470287322998,-2.939042806625366,-3.190889835357666,False,False,True,False
5,36,45,4,236789,',0.7770871219355512,-0.2522028088569641,-3.5917317867279053,-3.8439345359802246,False,False,True,False
5,38,46,5,107,"
",0.9999991655356624,-8.344646857949556e-07,-4.086006164550781,-4.086007118225098,False,False,True,False
5,39,47,6,12274, funny,0.8965325924163334,-0.10922063142061234,-4.38794469833374,-4.497165203094482,False,False,False,False
5,37,48,7,60349, teddy,0.45597081173683696,-0.7853264808654785,-3.7167317867279053,-4.502058029174805,False,False,True,False
5,37,49,8,12274, funny,0.45597081173683696,-0.7853264808654785,-3.7167317867279053,-4.502058029174805,False,False,False,False
5,35,50,9,7489, named,0.31824516830797434,-1.1449332237243652,-3.4738049507141113,-4.618738174438477,False,False,False,False
6,41,51,0,8150, wants,0.9798758043530074,-0.020329445600509644,-1.216760516166687,-1.237089991569519,False,False,True,True
6,42,52,1,531, to,0.9626181693314765,-0.038098447024822235,-1.7643166780471802,-1.802415132522583,False,False,True,False
6,43,53,2,262146,</think>,0.5219584529087107,-0.6501672863960266,-3.0168683528900146,-3.6670355796813965,False,False,True,False
6,45,54,3,236751,s,0.9999464778947144,-5.352353764465079e-05,-3.8439345359802246,-3.8439879417419434,False,False,True,False
6,43,55,4,19058,Okay,0.2465557297703872,-1.4001672267913818,-3.0168683528900146,-4.4170355796813965,False,False,True,False
6,48,56,5,10591, bear,0.9999969005680498,-3.099436753473128e-06,-4.502058029174805,-4.502060890197754,False,False,False,False
6,44,57,6,74419, Teddy,0.26698950945381134,-1.3205459117889404,-3.190889835357666,-4.511435508728027,False,False,True,False
6,46,58,7,1882,We,0.6459070536155227,-0.4370996654033661,-4.086007118225098,-4.523106575012207,False,False,True,False
6,43,59,8,1882,We,0.2175846678368512,-1.5251672267913818,-3.0168683528900146,-4.5420355796813965,False,False,True,False
6,44,60,9,8098, Great,0.23561741511556905,-1.4455459117889404,-3.190889835357666,-4.636435508728027,False,False,False,False
7,51,61,0,496, a,0.9963217867283615,-0.0036849945317953825,-1.237089991569519,-1.2407749891281128,False,False,True,True
7,52,62,1,2619, create,0.6811626459423495,-0.38395416736602783,-1.802415132522583,-2.1863694190979004,False,False,True,False
7,53,63,2,108,"

",0.9999998807907247,-1.1920928244535389e-07,-3.6670355796813965,-3.6670355796813965,False,False,True,False
7,52,64,3,4903, write,0.15198793027624466,-1.8839541673660278,-1.802415132522583,-3.6863694190979004,False,False,True,False
7,52,65,4,2229, come,0.1183683332271455,-2.1339540481567383,-1.802415132522583,-3.9363691806793213,False,False,True,False
7,54,66,5,1460, see,0.8841293743020397,-0.12315187603235245,-3.8439879417419434,-3.967139720916748,False,False,True,False
7,55,67,6,236764,",",0.9996764514897727,-0.00032360086333937943,-4.4170355796813965,-4.417359352111816,False,False,True,False
7,57,68,7,31232, Bear,0.9996486944658739,-0.0003513672563713044,-4.511435508728027,-4.511786937713623,False,False,True,False
7,58,69,8,1202, need,0.9549702891837062,-0.04607504978775978,-4.523106575012207,-4.569181442260742,False,False,True,False
7,59,70,9,1202, need,0.9721184020788527,-0.028277669101953506,-4.5420355796813965,-4.570313453674316,False,False,True,False
8,61,71,0,12274, funny,0.9996589393662684,-0.0003411188081372529,-1.2407749891281128,-1.2411161661148071,False,False,True,True
8,62,72,1,496, a,0.9999467162860101,-5.328513361746445e-05,-2.1863694190979004,-2.18642258644104,False,False,True,False
8,64,73,2,496, a,0.9999637616874363,-3.6238969187252223e-05,-3.6863694190979004,-3.686405658721924,False,False,True,False
8,63,74,3,14946,Once,0.8935241966500932,-0.11258186399936676,-3.6670355796813965,-3.7796175479888916,False,False,True,False
8,65,75,4,872, up,0.9999998807907247,-1.1920928244535389e-07,-3.9363691806793213,-3.9363691806793213,False,False,True,False
8,66,76,5,236761,.,0.9894891505327436,-0.010566478595137596,-3.967139720916748,-3.97770619392395,False,False,True,False
8,69,77,6,531, to,0.9906640111822842,-0.009379842318594456,-4.569181442260742,-4.578561305999756,False,False,False,False
8,70,78,7,531, to,0.9908397670610467,-0.009202445857226849,-4.570313453674316,-4.5795159339904785,False,False,True,False
8,68,79,8,11063, Who,0.8055997566001366,-0.21616823971271515,-4.511786937713623,-4.727955341339111,False,False,False,False
8,67,80,9,506, the,0.6558570762663735,-0.42181238532066345,-4.417359352111816,-4.839171886444092,False,False,True,False
9,71,81,0,3925, story,0.9799391048031916,-0.020264847204089165,-1.2411161661148071,-1.2613810300827026,False,False,True,True
9,72,82,1,12274, funny,0.9984409120955507,-0.0015603045467287302,-2.18642258644104,-2.1879827976226807,False,False,True,False
9,73,83,2,12274, funny,0.9992272868734843,-0.0007730118231847882,-3.686405658721924,-3.687178611755371,False,False,True,False
9,75,84,3,607, with,0.9999980926550052,-1.9073468138230965e-06,-3.9363691806793213,-3.936371088027954,False,False,True,False
9,74,85,4,3324, upon,0.8485298870711966,-0.1642499715089798,-3.7796175479888916,-3.9438674449920654,False,False,True,False
9,76,86,5,669, The,0.9977934282311619,-0.002209009835496545,-3.97770619392395,-3.979915142059326,False,False,True,False
9,80,87,6,2430, user,0.9999865295319578,-1.3470558769768104e-05,-4.839171886444092,-4.8391852378845215,False,False,True,False
9,71,88,7,2822, short,0.015839243928062123,-4.145264625549316,-1.2411161661148071,-5.386380672454834,False,False,True,False
9,78,89,8,6360, produce,0.41086778408211616,-0.8894838094711304,-4.5795159339904785,-5.468999862670898,False,False,True,False
9,74,90,9,993, there,0.1474523780202876,-1.9142500162124634,-3.7796175479888916,-5.6938676834106445,False,False,False,False
10,81,91,0,1003, about,0.9989827500467235,-0.0010177677031606436,-1.2613810300827026,-1.2623988389968872,False,False,True,True
10,82,92,1,3925, story,0.8791272021515685,-0.12882567942142487,-2.1879827976226807,-2.3168084621429443,False,False,True,False
10,83,93,2,3925, story,0.9765176634398486,-0.02376244030892849,-3.687178611755371,-3.7109410762786865,False,False,True,False
10,84,94,3,496, a,0.9999860527077029,-1.3947389561508317e-05,-3.936371088027954,-3.936384916305542,False,False,True,False
10,85,95,4,496, a,0.9999998807907247,-1.1920928244535389e-07,-3.9438674449920654,-3.9438674449920654,False,False,True,False
10,86,96,5,2430, user,0.9999953508594287,-4.6491513785440475e-06,-3.979915142059326,-3.979919672012329,False,False,True,False
10,82,97,6,2822, short,0.11897693067708778,-2.1288256645202637,-2.1879827976226807,-4.316808700561523,False,False,True,False
10,87,98,7,8150, wants,0.9859214327074673,-0.014178610406816006,-4.8391852378845215,-4.853363990783691,False,False,True,False
10,88,99,8,3925, story,0.9996531021278245,-0.0003469580551609397,-5.386380672454834,-5.386727809906006,False,False,True,False
10,89,100,9,496, a,0.9955887740938024,-0.004420984070748091,-5.468999862670898,-5.4734206199646,False,False,True,False
11,91,101,0,496, a,0.999937061454891,-6.294052582234144e-05,-1.2623988389968872,-1.26246178150177,False,False,True,True
11,92,102,1,1003, about,0.9998284872543157,-0.00017152745567727834,-2.3168084621429443,-2.3169798851013184,False,False,True,False
11,93,103,2,1003, about,0.9988435782887625,-0.0011570908827707171,-3.7109410762786865,-3.7120981216430664,False,False,True,False
11,94,104,3,12274, funny,0.9996993254014859,-0.00030071981018409133,-3.936384916305542,-3.936685562133789,False,False,True,False
11,95,105,4,990, time,0.9999998807907247,-1.1920928244535389e-07,-3.9438674449920654,-3.9438674449920654,False,False,True,False
11,96,106,5,8150, wants,0.995168774825831,-0.004842933267354965,-3.979919672012329,-3.984762668609619,False,False,True,False
11,97,107,6,3925, story,0.999886406453068,-0.00011359999916749075,-4.316808700561523,-4.316922187805176,False,False,True,False
11,98,108,7,496, a,0.9984917773108406,-0.0015093612018972635,-4.853363990783691,-4.854873180389404,False,False,True,False
11,99,109,8,1003, about,0.998654271604748,-0.0013466347008943558,-5.386727809906006,-5.3880743980407715,False,False,True,False
11,100,110,9,12274, funny,0.9965183780789907,-0.003487696871161461,-5.4734206199646,-5.476908206939697,False,False,True,False
12,101,111,0,60349, teddy,0.9997772474618766,-0.0002227773511549458,-1.26246178150177,-1.2626845836639404,False,False,True,True
12,102,112,1,496, a,0.9999078597062382,-9.214453893946484e-05,-2.3169798851013184,-2.3170719146728516,False,False,True,False
12,103,113,2,496, a,0.9998911737632742,-0.00010883215873036534,-3.7120981216430664,-3.7122068405151367,False,False,True,False
12,104,114,3,3925, story,0.9658675551913827,-0.03472856059670448,-3.936685562133789,-3.971414089202881,False,False,True,False
12,106,115,4,496, a,0.9999140574916894,-8.594620157964528e-05,-3.984762668609619,-3.9848484992980957,False,False,True,False
12,105,116,5,236764,",",0.9524733439449732,-0.048693157732486725,-3.9438674449920654,-3.992560625076294,False,False,True,False
12,107,117,6,1003, about,0.9996663253757535,-0.0003337303060106933,-4.316922187805176,-4.317255973815918,False,False,True,False
12,108,118,7,12274, funny,0.9997332807798672,-0.00026675479602999985,-4.854873180389404,-4.85513973236084,False,False,True,False
12,109,119,8,496, a,0.999914891812595,-8.511180931236595e-05,-5.3880743980407715,-5.388159275054932,False,False,True,False
12,110,120,9,3925, story,0.9816891037729242,-0.018480615690350533,-5.476908206939697,-5.495388984680176,False,False,False,False
13,111,121,0,10591, bear,0.9999992847447459,-7.152555099310121e-07,-1.2626845836639404,-1.2626852989196777,False,False,True,True
13,112,122,1,60349, teddy,0.9997067119712221,-0.0002933310461230576,-2.3170719146728516,-2.3173651695251465,False,False,True,False
13,113,123,2,60349, teddy,0.9996566759503591,-0.00034338299883529544,-3.7122068405151367,-3.712550163269043,False,False,True,False
13,114,124,3,1003, about,0.99955673802524,-0.0004433602443896234,-3.971414089202881,-3.9718575477600098,False,False,True,False
13,115,125,4,12274, funny,0.9998349223959241,-0.00016509123088326305,-3.9848484992980957,-3.985013484954834,False,False,True,False
13,117,126,5,496, a,0.9999167988406579,-8.320462075062096e-05,-4.317255973815918,-4.317338943481445,False,False,True,False
13,116,127,6,528, in,0.678960127762529,-0.38719287514686584,-3.992560625076294,-4.379753589630127,False,False,True,False
13,118,128,7,3925, story,0.982974838866077,-0.01717175543308258,-4.85513973236084,-4.872311592102051,False,False,False,False
13,116,129,8,993, there,0.3207180645579278,-1.1371928453445435,-3.992560625076294,-5.129753589630127,False,False,False,False
13,119,130,9,60349, teddy,0.9998469586985235,-0.0001530530134914443,-5.388159275054932,-5.388312339782715,False,False,False,False
14,121,131,0,528, in,0.7945105835856697,-0.23002897202968597,-1.2626852989196777,-1.492714285850525,False,False,True,True
14,122,132,1,10591, bear,0.9999983310727032,-1.6689286894688848e-06,-2.3173651695251465,-2.3173668384552,False,False,True,False
14,121,133,2,236764,",",0.10752532607981799,-2.2300288677215576,-1.2626852989196777,-3.4927141666412354,False,False,True,False
14,123,134,3,10591, bear,0.9999982118638471,-1.7881377516459906e-06,-3.712550163269043,-3.7125518321990967,False,False,True,False
14,124,135,4,496, a,0.9999458819130859,-5.411955135059543e-05,-3.9718575477600098,-3.971911668777466,False,False,True,False
14,125,136,5,3925, story,0.9971856628802082,-0.0028183048125356436,-3.985013484954834,-3.9878318309783936,False,False,True,False
14,121,137,6,236761,.,0.05079136761267715,-2.9800288677215576,-1.2626852989196777,-4.242713928222656,False,False,True,False
14,126,138,7,60349, teddy,0.9996403557494544,-0.0003597089380491525,-4.317338943481445,-4.3176984786987305,False,False,True,False
14,127,139,8,496, a,0.9999997615814777,-2.3841855067985307e-07,-4.379753589630127,-4.379753589630127,False,False,True,False
14,121,140,9,607, with,0.030806521705823955,-3.4800288677215576,-1.2626852989196777,-4.742713928222656,False,False,False,False
15,131,141,0,1003, about,0.9937254598941768,-0.006294307764619589,-1.492714285850525,-1.4990085363388062,False,False,True,True
15,132,142,1,528, in,0.767273711513054,-0.2649116814136505,-2.3173668384552,-2.5822784900665283,False,False,True,False
15,134,143,2,528, in,0.8581027182743012,-0.15303146839141846,-3.7125518321990967,-3.8655834197998047,False,False,True,False
15,133,144,3,532, and,0.6427275868589485,-0.4420343041419983,-3.4927141666412354,-3.934748411178589,False,False,True,False
15,135,145,4,60349, teddy,0.9996671592717471,-0.0003328961320221424,-3.971911668777466,-3.9722445011138916,False,False,True,False
15,136,146,5,1003, about,0.9997283958238651,-0.00027164106722921133,-3.9878318309783936,-3.9881033897399902,False,False,True,False
15,138,147,6,10591, bear,0.9999990463265931,-9.536738616588991e-07,-4.3176984786987305,-4.317699432373047,False,False,True,False
15,132,148,7,236761,.,0.13333218252909124,-2.014911651611328,-2.3173668384552,-4.332278251647949,False,False,True,False
15,137,149,8,3792, Let,0.9133083077166164,-0.0906817689538002,-4.242713928222656,-4.333395481109619,False,False,True,False
15,139,150,9,2601, land,0.99968324206177,-0.00031680811662226915,-4.379753589630127,-4.380070209503174,False,False,True,False
16,141,151,0,236743, ,0.9999583976891858,-4.160317621426657e-05,-1.4990085363388062,-1.4990501403808594,False,False,True,True
16,142,152,1,1003, about,0.9937782006373616,-0.006241235416382551,-2.5822784900665283,-2.588519811630249,False,False,True,False
16,143,153,2,1003, about,0.9969390437243142,-0.0030656505841761827,-3.8655834197998047,-3.8686490058898926,False,False,True,False
16,145,154,3,10591, bear,0.9999985694905718,-1.4305104514278355e-06,-3.9722445011138916,-3.972245931625366,False,False,True,False
16,146,155,4,496, a,0.9999443323610593,-5.566918844124302e-05,-3.9881033897399902,-3.988158941268921,False,False,True,False
16,144,156,5,625, it,0.7603651221044403,-0.2739565372467041,-3.934748411178589,-4.208704948425293,False,False,True,False
16,149,157,6,786, me,0.9525728488801384,-0.048588693141937256,-4.333395481109619,-4.381984233856201,False,False,True,False
16,148,158,7,3792, Let,0.9037245435440817,-0.1012306734919548,-4.332278251647949,-4.43350887298584,False,False,True,False
16,150,159,8,2793, far,0.8090323402939765,-0.21191638708114624,-4.380070209503174,-4.591986656188965,False,False,True,False
16,147,160,9,236761,.,0.4046395161612198,-0.9047586917877197,-4.317699432373047,-5.2224578857421875,False,False,False,False
17,151,161,0,236770,1,0.9999630464869772,-3.6954195820726454e-05,-1.4990501403808594,-1.4990870952606201,False,False,True,True
17,152,162,1,236743, ,0.999961735281401,-3.8265450712060556e-05,-2.588519811630249,-2.5885579586029053,False,False,True,False
17,153,163,2,236743, ,0.9999609008813933,-3.909988299710676e-05,-3.8686490058898926,-3.8686881065368652,False,False,True,False
17,155,164,3,60349, teddy,0.9998799706527189,-0.00012003655137959868,-3.988158941268921,-3.988278865814209,False,False,True,False
17,154,165,4,528, in,0.7295579338939437,-0.31531649827957153,-3.972245931625366,-4.287562370300293,False,False,True,False
17,159,166,5,236764,",",0.999480279338763,-0.0005198557628318667,-4.591986656188965,-4.592506408691406,False,False,True,False
17,158,167,6,786, me,0.7772971561353219,-0.2519325613975525,-4.43350887298584,-4.685441493988037,False,False,True,False
17,156,168,7,3548, needs,0.4798145953999152,-0.7343555092811584,-4.208704948425293,-4.943060398101807,False,False,True,False
17,156,169,8,815, has,0.4798145953999152,-0.7343555092811584,-4.208704948425293,-4.943060398101807,False,False,True,False
17,157,170,9,1502, start,0.48327271233123315,-0.7271741628646851,-4.381984233856201,-5.109158515930176,False,False,True,False
18,161,171,0,236771,0,0.9999965429424904,-3.4570634852570947e-06,-1.4990870952606201,-1.499090552330017,False,False,True,True
18,162,172,1,236770,1,0.9997821328893616,-0.00021789084712509066,-2.5885579586029053,-2.588775873184204,False,False,True,False
18,163,173,2,236770,1,0.9997877333279853,-0.00021228920377325267,-3.8686881065368652,-3.8689002990722656,False,False,True,False
18,164,174,3,10591, bear,0.9999995231630692,-4.768370445162873e-07,-3.988278865814209,-3.988279342651367,False,False,True,False
18,165,175,4,1003, about,0.9920969149230854,-0.007934479974210262,-4.287562370300293,-4.295496940612793,False,False,True,False
18,166,176,5,2793, far,0.9999997615814777,-2.3841855067985307e-07,-4.592506408691406,-4.592506408691406,False,False,True,False
18,169,177,6,531, to,0.9999977350285647,-2.264974000354414e-06,-4.943060398101807,-4.943062782287598,False,False,True,False
18,168,178,7,531, to,0.9999507689867486,-4.9232225137529895e-05,-4.943060398101807,-4.943109512329102,False,False,True,False
18,167,179,8,1502, start,0.6738022331217002,-0.39481863379478455,-4.685441493988037,-5.080260276794434,False,False,True,False
18,170,180,9,684, by,0.9976375021199979,-0.0023652929812669754,-5.109158515930176,-5.111523628234863,False,False,True,False
19,171,181,0,236771,0,0.9999982118638471,-1.7881377516459906e-06,-1.499090552330017,-1.4990923404693604,False,False,True,True
19,172,182,1,236771,0,0.9999942779868433,-5.722029527532868e-06,-2.588775873184204,-2.5887815952301025,False,False,True,False
19,173,183,2,236771,0,0.9999936819476216,-6.318072337307967e-06,-3.8689002990722656,-3.8689064979553223,False,False,True,False
19,174,184,3,528, in,0.896017489330064,-0.10979534685611725,-3.988279342651367,-4.098074913024902,False,False,True,False
19,175,185,4,236743, ,0.999977350747961,-2.2649508537142538e-05,-4.295496940612793,-4.2955193519592285,False,False,True,False
19,176,186,5,3121, away,0.9999926090786457,-7.390948667307384e-06,-4.592506408691406,-4.592513561248779,False,False,True,False
19,177,187,6,577, be,0.999979258013377,-2.074220174108632e-05,-4.943062782287598,-4.9430832862854,False,False,True,False
19,178,188,7,577, be,0.9999955892755635,-4.410734163684538e-06,-4.943109512329102,-4.943113803863525,False,False,True,False
19,179,189,8,684, by,0.9961520064889238,-0.0038554160855710506,-5.080260276794434,-5.084115505218506,False,False,True,False
19,180,190,9,6972, thinking,0.4111480654759521,-0.8888018727302551,-5.111523628234863,-6.000325679779053,False,False,False,False
20,181,191,0,21739, tokens,0.9999653112986742,-3.4689302992774174e-05,-1.4990923404693604,-1.4991270303726196,False,False,True,True
20,182,192,1,236771,0,0.9999995231630692,-4.768370445162873e-07,-2.5887815952301025,-2.5887820720672607,False,False,True,False
20,183,193,2,236771,0,0.9999994039539004,-5.960462772236497e-07,-3.8689064979553223,-3.8689069747924805,False,False,True,False
20,184,194,3,1003, about,0.9953978646038392,-0.004612757824361324,-4.098074913024902,-4.102687835693359,False,False,True,False
20,185,195,4,236770,1,0.9999151301890851,-8.487341256113723e-05,-4.2955193519592285,-4.295604228973389,False,False,True,False
20,186,196,5,236764,",",0.9999815229018083,-1.847726889536716e-05,-4.592513561248779,-4.592532157897949,False,False,True,False
20,189,197,6,114521, brainstorming,0.8405314353610426,-0.17372092604637146,-5.084115505218506,-5.25783634185791,False,False,True,False
20,187,198,7,1003, about,0.45753186311714067,-0.7819087505340576,-4.9430832862854,-5.724991798400879,False,False,True,False
20,187,199,8,2101, around,0.45753186311714067,-0.7819087505340576,-4.9430832862854,-5.724991798400879,False,False,True,False
20,188,200,9,2101, around,0.3733420304482779,-0.9852603077888489,-4.943113803863525,-5.928374290466309,False,False,True,False
21,191,201,0,236761,.,0.999800840946219,-0.0001991788885788992,-1.4991270303726196,-1.499326229095459,False,False,True,True
21,192,202,1,21739, tokens,0.9999655497017356,-3.4450891689630225e-05,-2.5887820720672607,-2.5888164043426514,False,False,True,False
21,193,203,2,21739, tokens,0.9999599472811979,-4.005352093372494e-05,-3.8689069747924805,-3.8689470291137695,False,False,True,False
21,194,204,3,236743, ,0.9999719866022398,-2.8013790142722428e-05,-4.102687835693359,-4.102715969085693,False,False,True,False
21,195,205,4,236771,0,0.9999927282861518,-7.271740287251305e-06,-4.295604228973389,-4.295611381530762,False,False,True,False
21,196,206,5,993, there,0.9994016891122335,-0.0005984899471513927,-4.592532157897949,-4.593130588531494,False,False,True,False
21,197,207,6,1070, some,0.8201345057394817,-0.19828692078590393,-5.25783634185791,-5.456123352050781,False,False,True,False
21,199,208,7,236743, ,0.9999904633477849,-9.536697689327411e-06,-5.724991798400879,-5.725001335144043,False,False,True,False
21,198,209,8,236743, ,0.999923235110867,-7.676783570786938e-05,-5.724991798400879,-5.72506856918335,False,False,True,False
21,200,210,9,236743, ,0.9999846222381212,-1.537788011773955e-05,-5.928374290466309,-5.928389549255371,False,False,False,False
22,201,211,0,3792, Let,0.974439202975149,-0.02589314989745617,-1.499326229095459,-1.5252193212509155,False,False,True,True
22,202,212,1,236761,.,0.9998398083816806,-0.00016020445036701858,-2.5888164043426514,-2.5889766216278076,False,False,True,False
22,203,213,2,236761,.,0.9998290830968655,-0.00017093151109293103,-3.8689470291137695,-3.8691179752349854,False,False,True,False
22,204,214,3,236770,1,0.9999256189345929,-7.438383181579411e-05,-4.102715969085693,-4.102790355682373,False,False,True,False
22,205,215,4,236771,0,0.9999998807907247,-1.1920928244535389e-07,-4.295611381530762,-4.295611381530762,False,False,True,False
22,206,216,5,691, was,0.9999905825550351,-9.417489309271332e-06,-4.593130588531494,-4.593140125274658,False,False,True,False
22,207,217,6,6549, ideas,0.980696709342655,-0.019492032006382942,-5.456123352050781,-5.475615501403809,False,False,True,False
22,201,218,7,5315, First,0.017847475463682795,-4.025893211364746,-1.499326229095459,-5.525219440460205,False,False,True,False
22,208,219,8,236770,1,0.9999729402230112,-2.706014311115723e-05,-5.725001335144043,-5.7250285148620605,False,False,True,False
22,209,220,9,236770,1,0.9998427876608137,-0.00015722469834145159,-5.72506856918335,-5.725225925445557,False,False,True,False
23,211,221,0,786, me,0.9914221254080451,-0.008614876307547092,-1.5252193212509155,-1.5338342189788818,False,False,True,True
23,212,222,1,3792, Let,0.9919909744481344,-0.008041270077228546,-2.5889766216278076,-2.597018003463745,False,False,True,False
23,213,223,2,3792, Let,0.9857159107881602,-0.01438708882778883,-3.8691179752349854,-3.88350510597229,False,False,True,False
23,214,224,3,236771,0,0.9999949932351057,-5.006777428206988e-06,-4.102790355682373,-4.102795124053955,False,False,True,False
23,215,225,4,21739, tokens,0.999979138810205,-2.0861407392658293e-05,-4.295611381530762,-4.295632362365723,False,False,True,False
23,216,226,5,496, a,0.9999998807907247,-1.1920928244535389e-07,-4.593140125274658,-4.593140125274658,False,False,True,False
23,217,227,6,236761,.,0.9998455286252442,-0.00015448330668732524,-5.475615501403809,-5.475769996643066,False,False,False,False
23,218,228,7,236764,",",0.999864954118506,-0.00013505500101018697,-5.525219440460205,-5.525354385375977,False,False,True,False
23,219,229,8,236771,0,0.9999980926550052,-1.9073468138230965e-06,-5.7250285148620605,-5.725030422210693,False,False,False,False
23,220,230,9,236771,0,0.9999982118638471,-1.7881377516459906e-06,-5.725225925445557,-5.7252278327941895,False,False,False,False
24,221,231,0,1502, start,0.9337055890987572,-0.06859410554170609,-1.5338342189788818,-1.6024283170700073,False,False,True,True
24,222,232,1,786, me,0.880791954437331,-0.12693382799625397,-2.597018003463745,-2.723951816558838,False,False,True,False
